condition,batch,trial,steps
punishment_0.5,19,125,42
punishment_0.5,19,126,43
punishment_0.5,19,127,141
punishment_0.5,19,128,61
punishment_0.5,19,129,50
punishment_0.5,19,130,19
punishment_0.5,19,131,26
punishment_0.5,19,132,24
punishment_0.5,19,133,32
punishment_0.5,19,134,76
punishment_0.5,19,135,74
punishment_0.5,19,136,13
punishment_0.5,19,137,26
punishment_0.5,19,138,22
punishment_0.5,19,139,40
punishment_0.5,19,140,37
punishment_0.5,19,141,59
punishment_0.5,19,142,150
punishment_0.5,19,143,47
punishment_0.5,19,144,45
punishment_0.5,19,145,39
punishment_0.5,19,146,26
punishment_0.5,19,147,61
punishment_0.5,19,148,36
punishment_0.5,19,149,16
punishment_0.5,19,150,9
punishment_0.5,20,1,150
punishment_0.5,20,2,32
punishment_0.5,20,3,36
punishment_0.5,20,4,71
punishment_0.5,20,5,12
punishment_0.5,20,6,26
punishment_0.5,20,7,34
punishment_0.5,20,8,27
punishment_0.5,20,9,14
punishment_0.5,20,10,12
punishment_0.5,20,11,33
punishment_0.5,20,12,46
punishment_0.5,20,13,19
punishment_0.5,20,14,43
punishment_0.5,20,15,17
punishment_0.5,20,16,110
punishment_0.5,20,17,33
punishment_0.5,20,18,20
punishment_0.5,20,19,46
punishment_0.5,20,20,33
punishment_0.5,20,21,52
punishment_0.5,20,22,30
punishment_0.5,20,23,13
punishment_0.5,20,24,8
punishment_0.5,20,25,31
punishment_0.5,20,26,31
punishment_0.5,20,27,16
punishment_0.5,20,28,7
punishment_0.5,20,29,43
punishment_0.5,20,30,12
punishment_0.5,20,31,22
punishment_0.5,20,32,23
punishment_0.5,20,33,33
punishment_0.5,20,34,13
punishment_0.5,20,35,15
punishment_0.5,20,36,32
punishment_0.5,20,37,23
punishment_0.5,20,38,9
punishment_0.5,20,39,26
punishment_0.5,20,40,11
punishment_0.5,20,41,15
punishment_0.5,20,42,22
punishment_0.5,20,43,35
punishment_0.5,20,44,59
punishment_0.5,20,45,35
punishment_0.5,20,46,9
punishment_0.5,20,47,9
punishment_0.5,20,48,15
punishment_0.5,20,49,15
punishment_0.5,20,50,31
punishment_0.5,20,51,17
punishment_0.5,20,52,26
punishment_0.5,20,53,18
punishment_0.5,20,54,16
punishment_0.5,20,55,20
punishment_0.5,20,56,29
punishment_0.5,20,57,12
punishment_0.5,20,58,11
punishment_0.5,20,59,18
punishment_0.5,20,60,30
punishment_0.5,20,61,39
punishment_0.5,20,62,27
punishment_0.5,20,63,19
punishment_0.5,20,64,18
punishment_0.5,20,65,15
punishment_0.5,20,66,17
punishment_0.5,20,67,7
punishment_0.5,20,68,16
punishment_0.5,20,69,46
punishment_0.5,20,70,17
punishment_0.5,20,71,30
punishment_0.5,20,72,16
punishment_0.5,20,73,18
punishment_0.5,20,74,12
punishment_0.5,20,75,12
punishment_0.5,20,76,30
punishment_0.5,20,77,20
punishment_0.5,20,78,43
punishment_0.5,20,79,30
punishment_0.5,20,80,31
punishment_0.5,20,81,24
punishment_0.5,20,82,12
punishment_0.5,20,83,11
punishment_0.5,20,84,20
punishment_0.5,20,85,11
punishment_0.5,20,86,18
punishment_0.5,20,87,18
punishment_0.5,20,88,60
punishment_0.5,20,89,19
punishment_0.5,20,90,19
punishment_0.5,20,91,9
punishment_0.5,20,92,9
punishment_0.5,20,93,8
punishment_0.5,20,94,21
punishment_0.5,20,95,12
punishment_0.5,20,96,24
punishment_0.5,20,97,16
punishment_0.5,20,98,35
punishment_0.5,20,99,13
punishment_0.5,20,100,9
punishment_0.5,20,101,14
punishment_0.5,20,102,8
punishment_0.5,20,103,20
punishment_0.5,20,104,17
punishment_0.5,20,105,26
punishment_0.5,20,106,49
punishment_0.5,20,107,9
punishment_0.5,20,108,20
punishment_0.5,20,109,21
punishment_0.5,20,110,32
punishment_0.5,20,111,16
punishment_0.5,20,112,9
punishment_0.5,20,113,18
punishment_0.5,20,114,16
punishment_0.5,20,115,17
punishment_0.5,20,116,12
punishment_0.5,20,117,23
punishment_0.5,20,118,18
punishment_0.5,20,119,31
punishment_0.5,20,120,8
punishment_0.5,20,121,7
punishment_0.5,20,122,13
punishment_0.5,20,123,9
punishment_0.5,20,124,18
punishment_0.5,20,125,20
punishment_0.5,20,126,45
punishment_0.5,20,127,14
punishment_0.5,20,128,16
punishment_0.5,20,129,8
punishment_0.5,20,130,43
punishment_0.5,20,131,14
punishment_0.5,20,132,11
punishment_0.5,20,133,17
punishment_0.5,20,134,31
punishment_0.5,20,135,9
punishment_0.5,20,136,29
punishment_0.5,20,137,14
punishment_0.5,20,138,31
punishment_0.5,20,139,38
punishment_0.5,20,140,15
punishment_0.5,20,141,17
punishment_0.5,20,142,19
punishment_0.5,20,143,14
punishment_0.5,20,144,14
punishment_0.5,20,145,14
punishment_0.5,20,146,18
punishment_0.5,20,147,8
punishment_0.5,20,148,10
punishment_0.5,20,149,11
punishment_0.5,20,150,19
punishment_0.5,21,1,150
punishment_0.5,21,2,49
punishment_0.5,21,3,150
punishment_0.5,21,4,150
punishment_0.5,21,5,150
punishment_0.5,21,6,150
punishment_0.5,21,7,150
punishment_0.5,21,8,150
punishment_0.5,21,9,150
punishment_0.5,21,10,29
punishment_0.5,21,11,150
punishment_0.5,21,12,150
punishment_0.5,21,13,150
punishment_0.5,21,14,150
punishment_0.5,21,15,146
punishment_0.5,21,16,149
punishment_0.5,21,17,140
punishment_0.5,21,18,66
punishment_0.5,21,19,112
punishment_0.5,21,20,125
punishment_0.5,21,21,150
punishment_0.5,21,22,82
punishment_0.5,21,23,43
punishment_0.5,21,24,150
punishment_0.5,21,25,91
punishment_0.5,21,26,90
punishment_0.5,21,27,140
punishment_0.5,21,28,37
punishment_0.5,21,29,150
punishment_0.5,21,30,120
punishment_0.5,21,31,100
punishment_0.5,21,32,137
punishment_0.5,21,33,12
punishment_0.5,21,34,98
punishment_0.5,21,35,38
punishment_0.5,21,36,81
punishment_0.5,21,37,87
punishment_0.5,21,38,83
punishment_0.5,21,39,150
punishment_0.5,21,40,150
punishment_0.5,21,41,90
punishment_0.5,21,42,150
punishment_0.5,21,43,50
punishment_0.5,21,44,51
punishment_0.5,21,45,101
punishment_0.5,21,46,150
punishment_0.5,21,47,14
punishment_0.5,21,48,93
punishment_0.5,21,49,53
punishment_0.5,21,50,150
punishment_0.5,21,51,47
punishment_0.5,21,52,150
punishment_0.5,21,53,122
punishment_0.5,21,54,72
punishment_0.5,21,55,92
punishment_0.5,21,56,95
punishment_0.5,21,57,92
punishment_0.5,21,58,139
punishment_0.5,21,59,150
punishment_0.5,21,60,92
punishment_0.5,21,61,119
punishment_0.5,21,62,30
punishment_0.5,21,63,98
punishment_0.5,21,64,24
punishment_0.5,21,65,51
punishment_0.5,21,66,38
punishment_0.5,21,67,50
punishment_0.5,21,68,20
punishment_0.5,21,69,79
punishment_0.5,21,70,126
punishment_0.5,21,71,39
punishment_0.5,21,72,47
punishment_0.5,21,73,148
punishment_0.5,21,74,73
punishment_0.5,21,75,104
punishment_0.5,21,76,44
punishment_0.5,21,77,68
punishment_0.5,21,78,82
punishment_0.5,21,79,122
punishment_0.5,21,80,30
punishment_0.5,21,81,71
punishment_0.5,21,82,49
punishment_0.5,21,83,87
punishment_0.5,21,84,60
punishment_0.5,21,85,35
punishment_0.5,21,86,72
punishment_0.5,21,87,38
punishment_0.5,21,88,27
punishment_0.5,21,89,56
punishment_0.5,21,90,8
punishment_0.5,21,91,52
punishment_0.5,21,92,30
punishment_0.5,21,93,36
punishment_0.5,21,94,23
punishment_0.5,21,95,10
punishment_0.5,21,96,80
punishment_0.5,21,97,28
punishment_0.5,21,98,54
punishment_0.5,21,99,126
punishment_0.5,21,100,33
punishment_0.5,21,101,37
punishment_0.5,21,102,13
punishment_0.5,21,103,39
punishment_0.5,21,104,44
punishment_0.5,21,105,30
punishment_0.5,21,106,24
punishment_0.5,21,107,23
punishment_0.5,21,108,30
punishment_0.5,21,109,27
punishment_0.5,21,110,31
punishment_0.5,21,111,71
punishment_0.5,21,112,32
punishment_0.5,21,113,129
punishment_0.5,21,114,32
punishment_0.5,21,115,15
punishment_0.5,21,116,65
punishment_0.5,21,117,26
punishment_0.5,21,118,17
punishment_0.5,21,119,39
punishment_0.5,21,120,13
punishment_0.5,21,121,36
punishment_0.5,21,122,22
punishment_0.5,21,123,19
punishment_0.5,21,124,28
punishment_0.5,21,125,150
punishment_0.5,21,126,94
punishment_0.5,21,127,22
punishment_0.5,21,128,53
punishment_0.5,21,129,19
punishment_0.5,21,130,13
punishment_0.5,21,131,21
punishment_0.5,21,132,13
punishment_0.5,21,133,10
punishment_0.5,21,134,72
punishment_0.5,21,135,64
punishment_0.5,21,136,17
punishment_0.5,21,137,16
punishment_0.5,21,138,23
punishment_0.5,21,139,17
punishment_0.5,21,140,23
punishment_0.5,21,141,24
punishment_0.5,21,142,26
punishment_0.5,21,143,26
punishment_0.5,21,144,16
punishment_0.5,21,145,15
punishment_0.5,21,146,26
punishment_0.5,21,147,46
punishment_0.5,21,148,13
punishment_0.5,21,149,25
punishment_0.5,21,150,44
punishment_0.5,22,1,150
punishment_0.5,22,2,150
punishment_0.5,22,3,150
punishment_0.5,22,4,150
punishment_0.5,22,5,150
punishment_0.5,22,6,150
punishment_0.5,22,7,58
punishment_0.5,22,8,91
punishment_0.5,22,9,150
punishment_0.5,22,10,150
punishment_0.5,22,11,150
punishment_0.5,22,12,112
punishment_0.5,22,13,99
punishment_0.5,22,14,150
punishment_0.5,22,15,80
punishment_0.5,22,16,43
punishment_0.5,22,17,150
punishment_0.5,22,18,78
punishment_0.5,22,19,150
punishment_0.5,22,20,150
punishment_0.5,22,21,150
punishment_0.5,22,22,150
punishment_0.5,22,23,137
punishment_0.5,22,24,117
punishment_0.5,22,25,65
punishment_0.5,22,26,150
punishment_0.5,22,27,150
punishment_0.5,22,28,150
punishment_0.5,22,29,47
punishment_0.5,22,30,150
punishment_0.5,22,31,44
punishment_0.5,22,32,32
punishment_0.5,22,33,150
punishment_0.5,22,34,139
punishment_0.5,22,35,16
punishment_0.5,22,36,150
punishment_0.5,22,37,71
punishment_0.5,22,38,39
punishment_0.5,22,39,26
punishment_0.5,22,40,43
punishment_0.5,22,41,33
punishment_0.5,22,42,50
punishment_0.5,22,43,141
punishment_0.5,22,44,104
punishment_0.5,22,45,150
punishment_0.5,22,46,17
punishment_0.5,22,47,35
punishment_0.5,22,48,55
punishment_0.5,22,49,150
punishment_0.5,22,50,43
punishment_0.5,22,51,17
punishment_0.5,22,52,63
punishment_0.5,22,53,118
punishment_0.5,22,54,32
punishment_0.5,22,55,27
punishment_0.5,22,56,12
punishment_0.5,22,57,73
punishment_0.5,22,58,97
punishment_0.5,22,59,80
punishment_0.5,22,60,126
punishment_0.5,22,61,94
punishment_0.5,22,62,73
punishment_0.5,22,63,43
punishment_0.5,22,64,46
punishment_0.5,22,65,39
punishment_0.5,22,66,53
punishment_0.5,22,67,45
punishment_0.5,22,68,20
punishment_0.5,22,69,27
punishment_0.5,22,70,64
punishment_0.5,22,71,64
punishment_0.5,22,72,68
punishment_0.5,22,73,123
punishment_0.5,22,74,21
punishment_0.5,22,75,29
punishment_0.5,22,76,70
punishment_0.5,22,77,115
punishment_0.5,22,78,32
punishment_0.5,22,79,75
punishment_0.5,22,80,136
punishment_0.5,22,81,150
punishment_0.5,22,82,74
punishment_0.5,22,83,47
punishment_0.5,22,84,101
punishment_0.5,22,85,150
punishment_0.5,22,86,150
punishment_0.5,22,87,150
punishment_0.5,22,88,150
punishment_0.5,22,89,79
punishment_0.5,22,90,23
punishment_0.5,22,91,136
punishment_0.5,22,92,90
punishment_0.5,22,93,94
punishment_0.5,22,94,61
punishment_0.5,22,95,20
punishment_0.5,22,96,13
punishment_0.5,22,97,45
punishment_0.5,22,98,43
punishment_0.5,22,99,89
punishment_0.5,22,100,34
punishment_0.5,22,101,61
punishment_0.5,22,102,121
punishment_0.5,22,103,134
punishment_0.5,22,104,120
punishment_0.5,22,105,27
punishment_0.5,22,106,150
punishment_0.5,22,107,86
punishment_0.5,22,108,53
punishment_0.5,22,109,56
punishment_0.5,22,110,150
punishment_0.5,22,111,51
punishment_0.5,22,112,66
punishment_0.5,22,113,122
punishment_0.5,22,114,45
punishment_0.5,22,115,21
punishment_0.5,22,116,86
punishment_0.5,22,117,52
punishment_0.5,22,118,44
punishment_0.5,22,119,122
punishment_0.5,22,120,117
punishment_0.5,22,121,20
punishment_0.5,22,122,37
punishment_0.5,22,123,16
punishment_0.5,22,124,70
punishment_0.5,22,125,17
punishment_0.5,22,126,25
punishment_0.5,22,127,84
punishment_0.5,22,128,24
punishment_0.5,22,129,10
punishment_0.5,22,130,106
punishment_0.5,22,131,15
punishment_0.5,22,132,30
punishment_0.5,22,133,45
punishment_0.5,22,134,121
punishment_0.5,22,135,140
punishment_0.5,22,136,25
punishment_0.5,22,137,33
punishment_0.5,22,138,63
punishment_0.5,22,139,54
punishment_0.5,22,140,110
punishment_0.5,22,141,55
punishment_0.5,22,142,25
punishment_0.5,22,143,150
punishment_0.5,22,144,97
punishment_0.5,22,145,135
punishment_0.5,22,146,13
punishment_0.5,22,147,88
punishment_0.5,22,148,17
punishment_0.5,22,149,58
punishment_0.5,22,150,63
punishment_0.5,23,1,150
punishment_0.5,23,2,150
punishment_0.5,23,3,119
punishment_0.5,23,4,83
punishment_0.5,23,5,103
punishment_0.5,23,6,36
punishment_0.5,23,7,123
punishment_0.5,23,8,150
punishment_0.5,23,9,150
punishment_0.5,23,10,150
punishment_0.5,23,11,133
punishment_0.5,23,12,150
punishment_0.5,23,13,150
punishment_0.5,23,14,146
punishment_0.5,23,15,150
punishment_0.5,23,16,106
punishment_0.5,23,17,110
punishment_0.5,23,18,70
punishment_0.5,23,19,77
punishment_0.5,23,20,56
punishment_0.5,23,21,50
punishment_0.5,23,22,145
punishment_0.5,23,23,150
punishment_0.5,23,24,150
punishment_0.5,23,25,115
punishment_0.5,23,26,23
punishment_0.5,23,27,150
punishment_0.5,23,28,30
punishment_0.5,23,29,126
punishment_0.5,23,30,150
punishment_0.5,23,31,46
punishment_0.5,23,32,150
punishment_0.5,23,33,150
punishment_0.5,23,34,39
punishment_0.5,23,35,150
punishment_0.5,23,36,143
punishment_0.5,23,37,104
punishment_0.5,23,38,30
punishment_0.5,23,39,81
punishment_0.5,23,40,30
punishment_0.5,23,41,150
punishment_0.5,23,42,28
punishment_0.5,23,43,140
punishment_0.5,23,44,150
punishment_0.5,23,45,62
punishment_0.5,23,46,50
punishment_0.5,23,47,32
punishment_0.5,23,48,150
punishment_0.5,23,49,150
punishment_0.5,23,50,19
punishment_0.5,23,51,133
punishment_0.5,23,52,150
punishment_0.5,23,53,84
punishment_0.5,23,54,90
punishment_0.5,23,55,118
punishment_0.5,23,56,57
punishment_0.5,23,57,150
punishment_0.5,23,58,54
punishment_0.5,23,59,150
punishment_0.5,23,60,150
punishment_0.5,23,61,150
punishment_0.5,23,62,101
punishment_0.5,23,63,150
punishment_0.5,23,64,134
punishment_0.5,23,65,124
punishment_0.5,23,66,26
punishment_0.5,23,67,150
punishment_0.5,23,68,150
punishment_0.5,23,69,107
punishment_0.5,23,70,145
punishment_0.5,23,71,38
punishment_0.5,23,72,33
punishment_0.5,23,73,150
punishment_0.5,23,74,25
punishment_0.5,23,75,88
punishment_0.5,23,76,94
punishment_0.5,23,77,64
punishment_0.5,23,78,56
punishment_0.5,23,79,150
punishment_0.5,23,80,67
punishment_0.5,23,81,55
punishment_0.5,23,82,150
punishment_0.5,23,83,33
punishment_0.5,23,84,75
punishment_0.5,23,85,150
punishment_0.5,23,86,18
punishment_0.5,23,87,32
punishment_0.5,23,88,150
punishment_0.5,23,89,90
punishment_0.5,23,90,121
punishment_0.5,23,91,69
punishment_0.5,23,92,38
punishment_0.5,23,93,78
punishment_0.5,23,94,96
punishment_0.5,23,95,34
punishment_0.5,23,96,58
punishment_0.5,23,97,75
punishment_0.5,23,98,88
punishment_0.5,23,99,78
punishment_0.5,23,100,127
punishment_0.5,23,101,130
punishment_0.5,23,102,84
punishment_0.5,23,103,35
punishment_0.5,23,104,150
punishment_0.5,23,105,145
punishment_0.5,23,106,112
punishment_0.5,23,107,150
punishment_0.5,23,108,106
punishment_0.5,23,109,10
punishment_0.5,23,110,53
punishment_0.5,23,111,20
punishment_0.5,23,112,150
punishment_0.5,23,113,12
punishment_0.5,23,114,76
punishment_0.5,23,115,19
punishment_0.5,23,116,48
punishment_0.5,23,117,150
punishment_0.5,23,118,150
punishment_0.5,23,119,75
punishment_0.5,23,120,40
punishment_0.5,23,121,50
punishment_0.5,23,122,150
punishment_0.5,23,123,53
punishment_0.5,23,124,34
punishment_0.5,23,125,43
punishment_0.5,23,126,150
punishment_0.5,23,127,130
punishment_0.5,23,128,37
punishment_0.5,23,129,39
punishment_0.5,23,130,32
punishment_0.5,23,131,125
punishment_0.5,23,132,24
punishment_0.5,23,133,93
punishment_0.5,23,134,81
punishment_0.5,23,135,38
punishment_0.5,23,136,35
punishment_0.5,23,137,106
punishment_0.5,23,138,150
punishment_0.5,23,139,39
punishment_0.5,23,140,31
punishment_0.5,23,141,99
punishment_0.5,23,142,61
punishment_0.5,23,143,52
punishment_0.5,23,144,31
punishment_0.5,23,145,83
punishment_0.5,23,146,150
punishment_0.5,23,147,25
punishment_0.5,23,148,150
punishment_0.5,23,149,49
punishment_0.5,23,150,34
punishment_0.5,24,1,150
punishment_0.5,24,2,61
punishment_0.5,24,3,30
punishment_0.5,24,4,133
punishment_0.5,24,5,90
punishment_0.5,24,6,73
punishment_0.5,24,7,21
punishment_0.5,24,8,150
punishment_0.5,24,9,150
punishment_0.5,24,10,150
punishment_0.5,24,11,73
punishment_0.5,24,12,70
punishment_0.5,24,13,28
punishment_0.5,24,14,85
punishment_0.5,24,15,97
punishment_0.5,24,16,16
punishment_0.5,24,17,147
punishment_0.5,24,18,98
punishment_0.5,24,19,70
punishment_0.5,24,20,14
punishment_0.5,24,21,150
punishment_0.5,24,22,20
punishment_0.5,24,23,86
punishment_0.5,24,24,52
punishment_0.5,24,25,58
punishment_0.5,24,26,54
punishment_0.5,24,27,150
punishment_0.5,24,28,24
punishment_0.5,24,29,150
punishment_0.5,24,30,40
punishment_0.5,24,31,40
punishment_0.5,24,32,69
punishment_0.5,24,33,124
punishment_0.5,24,34,68
punishment_0.5,24,35,74
punishment_0.5,24,36,150
punishment_0.5,24,37,140
punishment_0.5,24,38,19
punishment_0.5,24,39,21
punishment_0.5,24,40,150
punishment_0.5,24,41,150
punishment_0.5,24,42,72
punishment_0.5,24,43,13
punishment_0.5,24,44,65
punishment_0.5,24,45,54
punishment_0.5,24,46,85
punishment_0.5,24,47,38
punishment_0.5,24,48,39
punishment_0.5,24,49,23
punishment_0.5,24,50,38
punishment_0.5,24,51,24
punishment_0.5,24,52,82
punishment_0.5,24,53,43
punishment_0.5,24,54,42
punishment_0.5,24,55,62
punishment_0.5,24,56,50
punishment_0.5,24,57,49
punishment_0.5,24,58,138
punishment_0.5,24,59,14
punishment_0.5,24,60,27
punishment_0.5,24,61,11
punishment_0.5,24,62,62
punishment_0.5,24,63,28
punishment_0.5,24,64,29
punishment_0.5,24,65,125
punishment_0.5,24,66,32
punishment_0.5,24,67,150
punishment_0.5,24,68,24
punishment_0.5,24,69,126
punishment_0.5,24,70,28
punishment_0.5,24,71,25
punishment_0.5,24,72,18
punishment_0.5,24,73,25
punishment_0.5,24,74,19
punishment_0.5,24,75,69
punishment_0.5,24,76,18
punishment_0.5,24,77,30
punishment_0.5,24,78,85
punishment_0.5,24,79,20
punishment_0.5,24,80,20
punishment_0.5,24,81,13
punishment_0.5,24,82,124
punishment_0.5,24,83,50
punishment_0.5,24,84,34
punishment_0.5,24,85,32
punishment_0.5,24,86,38
punishment_0.5,24,87,65
punishment_0.5,24,88,41
punishment_0.5,24,89,58
punishment_0.5,24,90,35
punishment_0.5,24,91,26
punishment_0.5,24,92,27
punishment_0.5,24,93,67
punishment_0.5,24,94,13
punishment_0.5,24,95,60
punishment_0.5,24,96,26
punishment_0.5,24,97,39
punishment_0.5,24,98,12
punishment_0.5,24,99,40
punishment_0.5,24,100,28
punishment_0.5,24,101,68
punishment_0.5,24,102,17
punishment_0.5,24,103,27
punishment_0.5,24,104,60
punishment_0.5,24,105,26
punishment_0.5,24,106,36
punishment_0.5,24,107,14
punishment_0.5,24,108,112
punishment_0.5,24,109,8
punishment_0.5,24,110,26
punishment_0.5,24,111,39
punishment_0.5,24,112,11
punishment_0.5,24,113,20
punishment_0.5,24,114,46
punishment_0.5,24,115,13
punishment_0.5,24,116,18
punishment_0.5,24,117,31
punishment_0.5,24,118,52
punishment_0.5,24,119,25
punishment_0.5,24,120,29
punishment_0.5,24,121,63
punishment_0.5,24,122,37
punishment_0.5,24,123,41
punishment_0.5,24,124,23
punishment_0.5,24,125,28
punishment_0.5,24,126,22
punishment_0.5,24,127,48
punishment_0.5,24,128,39
punishment_0.5,24,129,24
punishment_0.5,24,130,14
punishment_0.5,24,131,32
punishment_0.5,24,132,38
punishment_0.5,24,133,20
punishment_0.5,24,134,24
punishment_0.5,24,135,61
punishment_0.5,24,136,32
punishment_0.5,24,137,109
punishment_0.5,24,138,18
punishment_0.5,24,139,23
punishment_0.5,24,140,18
punishment_0.5,24,141,31
punishment_0.5,24,142,27
punishment_0.5,24,143,37
punishment_0.5,24,144,38
punishment_0.5,24,145,9
punishment_0.5,24,146,13
punishment_0.5,24,147,82
punishment_0.5,24,148,23
punishment_0.5,24,149,40
punishment_0.5,24,150,51
punishment_0.5,25,1,150
punishment_0.5,25,2,150
punishment_0.5,25,3,150
punishment_0.5,25,4,150
punishment_0.5,25,5,150
punishment_0.5,25,6,150
punishment_0.5,25,7,150
punishment_0.5,25,8,150
punishment_0.5,25,9,120
punishment_0.5,25,10,150
punishment_0.5,25,11,150
punishment_0.5,25,12,150
punishment_0.5,25,13,150
punishment_0.5,25,14,150
punishment_0.5,25,15,150
punishment_0.5,25,16,150
punishment_0.5,25,17,146
punishment_0.5,25,18,150
punishment_0.5,25,19,110
punishment_0.5,25,20,150
punishment_0.5,25,21,98
punishment_0.5,25,22,150
punishment_0.5,25,23,150
punishment_0.5,25,24,150
punishment_0.5,25,25,150
punishment_0.5,25,26,150
punishment_0.5,25,27,150
punishment_0.5,25,28,150
punishment_0.5,25,29,150
punishment_0.5,25,30,104
punishment_0.5,25,31,150
punishment_0.5,25,32,150
punishment_0.5,25,33,141
punishment_0.5,25,34,150
punishment_0.5,25,35,150
punishment_0.5,25,36,150
punishment_0.5,25,37,133
punishment_0.5,25,38,150
punishment_0.5,25,39,150
punishment_0.5,25,40,135
punishment_0.5,25,41,150
punishment_0.5,25,42,150
punishment_0.5,25,43,150
punishment_0.5,25,44,150
punishment_0.5,25,45,150
punishment_0.5,25,46,150
punishment_0.5,25,47,150
punishment_0.5,25,48,150
punishment_0.5,25,49,150
punishment_0.5,25,50,26
punishment_0.5,25,51,85
punishment_0.5,25,52,150
punishment_0.5,25,53,150
punishment_0.5,25,54,150
punishment_0.5,25,55,150
punishment_0.5,25,56,48
punishment_0.5,25,57,150
punishment_0.5,25,58,18
punishment_0.5,25,59,150
punishment_0.5,25,60,150
punishment_0.5,25,61,150
punishment_0.5,25,62,150
punishment_0.5,25,63,88
punishment_0.5,25,64,99
punishment_0.5,25,65,150
punishment_0.5,25,66,150
punishment_0.5,25,67,150
punishment_0.5,25,68,150
punishment_0.5,25,69,150
punishment_0.5,25,70,150
punishment_0.5,25,71,150
punishment_0.5,25,72,29
punishment_0.5,25,73,150
punishment_0.5,25,74,150
punishment_0.5,25,75,150
punishment_0.5,25,76,88
punishment_0.5,25,77,25
punishment_0.5,25,78,123
punishment_0.5,25,79,150
punishment_0.5,25,80,150
punishment_0.5,25,81,150
punishment_0.5,25,82,150
punishment_0.5,25,83,150
punishment_0.5,25,84,150
punishment_0.5,25,85,140
punishment_0.5,25,86,150
punishment_0.5,25,87,64
punishment_0.5,25,88,74
punishment_0.5,25,89,150
punishment_0.5,25,90,101
punishment_0.5,25,91,82
punishment_0.5,25,92,31
punishment_0.5,25,93,8
punishment_0.5,25,94,20
punishment_0.5,25,95,53
punishment_0.5,25,96,127
punishment_0.5,25,97,115
punishment_0.5,25,98,25
punishment_0.5,25,99,50
punishment_0.5,25,100,150
punishment_0.5,25,101,10
punishment_0.5,25,102,150
punishment_0.5,25,103,80
punishment_0.5,25,104,150
punishment_0.5,25,105,28
punishment_0.5,25,106,78
punishment_0.5,25,107,24
punishment_0.5,25,108,53
punishment_0.5,25,109,47
punishment_0.5,25,110,62
punishment_0.5,25,111,111
punishment_0.5,25,112,13
punishment_0.5,25,113,27
punishment_0.5,25,114,150
punishment_0.5,25,115,26
punishment_0.5,25,116,150
punishment_0.5,25,117,12
punishment_0.5,25,118,80
punishment_0.5,25,119,18
punishment_0.5,25,120,52
punishment_0.5,25,121,21
punishment_0.5,25,122,24
punishment_0.5,25,123,13
punishment_0.5,25,124,51
punishment_0.5,25,125,55
punishment_0.5,25,126,46
punishment_0.5,25,127,104
punishment_0.5,25,128,49
punishment_0.5,25,129,24
punishment_0.5,25,130,10
punishment_0.5,25,131,10
punishment_0.5,25,132,33
punishment_0.5,25,133,48
punishment_0.5,25,134,20
punishment_0.5,25,135,16
punishment_0.5,25,136,150
punishment_0.5,25,137,17
punishment_0.5,25,138,114
punishment_0.5,25,139,74
punishment_0.5,25,140,26
punishment_0.5,25,141,38
punishment_0.5,25,142,28
punishment_0.5,25,143,81
punishment_0.5,25,144,150
punishment_0.5,25,145,18
punishment_0.5,25,146,52
punishment_0.5,25,147,46
punishment_0.5,25,148,24
punishment_0.5,25,149,79
punishment_0.5,25,150,40
punishment_0.5,26,1,31
punishment_0.5,26,2,150
punishment_0.5,26,3,150
punishment_0.5,26,4,150
punishment_0.5,26,5,150
punishment_0.5,26,6,150
punishment_0.5,26,7,150
punishment_0.5,26,8,150
punishment_0.5,26,9,150
punishment_0.5,26,10,150
punishment_0.5,26,11,150
punishment_0.5,26,12,150
punishment_0.5,26,13,150
punishment_0.5,26,14,150
punishment_0.5,26,15,95
punishment_0.5,26,16,150
punishment_0.5,26,17,150
punishment_0.5,26,18,28
punishment_0.5,26,19,150
punishment_0.5,26,20,150
punishment_0.5,26,21,122
punishment_0.5,26,22,150
punishment_0.5,26,23,150
punishment_0.5,26,24,150
punishment_0.5,26,25,150
punishment_0.5,26,26,150
punishment_0.5,26,27,150
punishment_0.5,26,28,150
punishment_0.5,26,29,150
punishment_0.5,26,30,150
punishment_0.5,26,31,150
punishment_0.5,26,32,150
punishment_0.5,26,33,150
punishment_0.5,26,34,150
punishment_0.5,26,35,150
punishment_0.5,26,36,67
punishment_0.5,26,37,150
punishment_0.5,26,38,41
punishment_0.5,26,39,150
punishment_0.5,26,40,150
punishment_0.5,26,41,150
punishment_0.5,26,42,150
punishment_0.5,26,43,105
punishment_0.5,26,44,23
punishment_0.5,26,45,150
punishment_0.5,26,46,125
punishment_0.5,26,47,110
punishment_0.5,26,48,150
punishment_0.5,26,49,26
punishment_0.5,26,50,74
punishment_0.5,26,51,150
punishment_0.5,26,52,150
punishment_0.5,26,53,25
punishment_0.5,26,54,54
punishment_0.5,26,55,150
punishment_0.5,26,56,150
punishment_0.5,26,57,150
punishment_0.5,26,58,55
punishment_0.5,26,59,150
punishment_0.5,26,60,111
punishment_0.5,26,61,22
punishment_0.5,26,62,32
punishment_0.5,26,63,150
punishment_0.5,26,64,150
punishment_0.5,26,65,66
punishment_0.5,26,66,101
punishment_0.5,26,67,150
punishment_0.5,26,68,40
punishment_0.5,26,69,87
punishment_0.5,26,70,150
punishment_0.5,26,71,150
punishment_0.5,26,72,150
punishment_0.5,26,73,150
